"Year","Rate","Bracket","Type"
1922,0.42,72000,"Single Filer"
1922,0.43,74000,"Single Filer"
1922,0.44,76000,"Single Filer"
1922,0.45,78000,"Single Filer"
1922,0.46,80000,"Single Filer"
1922,0.47,82000,"Single Filer"
1922,0.48,84000,"Single Filer"
1922,0.49,86000,"Single Filer"
1922,0.5,88000,"Single Filer"
1922,0.51,90000,"Single Filer"
1922,0.52,92000,"Single Filer"
1922,0.53,94000,"Single Filer"
1922,0.54,96000,"Single Filer"
1922,0.55,98000,"Single Filer"
1922,0.56,100000,"Single Filer"
1922,0.57,150000,"Single Filer"
1922,0.58,200000,"Single Filer"
1921,0.04,0,"Single Filer"
1921,0.08,4000,"Single Filer"
1921,0.09,5000,"Single Filer"
1921,0.1,6000,"Single Filer"
1921,0.11,8000,"Single Filer"
1921,0.12,10000,"Single Filer"
1921,0.13,12000,"Single Filer"
1921,0.14,14000,"Single Filer"
1921,0.15,16000,"Single Filer"
1921,0.16,18000,"Single Filer"
1921,0.17,20000,"Single Filer"
1921,0.18,22000,"Single Filer"
1921,0.19,24000,"Single Filer"
1921,0.2,26000,"Single Filer"
1921,0.21,28000,"Single Filer"
1921,0.22,30000,"Single Filer"
1921,0.23,32000,"Single Filer"
1921,0.24,34000,"Single Filer"
1921,0.25,36000,"Single Filer"
1921,0.26,38000,"Single Filer"
1921,0.27,40000,"Single Filer"
1921,0.28,42000,"Single Filer"
1921,0.29,44000,"Single Filer"
1921,0.3,46000,"Single Filer"
1921,0.31,48000,"Single Filer"
1921,0.32,50000,"Single Filer"
1921,0.33,52000,"Single Filer"
1921,0.34,54000,"Single Filer"
1921,0.35,56000,"Single Filer"
1921,0.36,58000,"Single Filer"
1921,0.37,60000,"Single Filer"
1921,0.38,62000,"Single Filer"
1921,0.39,64000,"Single Filer"
1921,0.4,66000,"Single Filer"
1921,0.41,68000,"Single Filer"
1921,0.42,70000,"Single Filer"
1921,0.43,72000,"Single Filer"
1921,0.44,74000,"Single Filer"
1921,0.45,76000,"Single Filer"
1921,0.46,78000,"Single Filer"
1921,0.47,80000,"Single Filer"
1921,0.48,82000,"Single Filer"
1921,0.49,84000,"Single Filer"
1921,0.5,86000,"Single Filer"
1921,0.51,88000,"Single Filer"
1921,0.52,90000,"Single Filer"
1921,0.53,92000,"Single Filer"
1921,0.54,94000,"Single Filer"
1921,0.55,96000,"Single Filer"
1921,0.56,98000,"Single Filer"
1921,0.6,100000,"Single Filer"
1921,0.64,150000,"Single Filer"
1921,0.68,200000,"Single Filer"
1921,0.71,300000,"Single Filer"
1921,0.72,500000,"Single Filer"
1921,0.73,1000000,"Single Filer"
1920,0.04,0,"Single Filer"
1920,0.08,4000,"Single Filer"
1920,0.09,5000,"Single Filer"
1920,0.1,6000,"Single Filer"
1920,0.11,8000,"Single Filer"
1920,0.12,10000,"Single Filer"
1920,0.13,12000,"Single Filer"
1920,0.14,14000,"Single Filer"
1920,0.15,16000,"Single Filer"
1920,0.16,18000,"Single Filer"
1920,0.17,20000,"Single Filer"
1920,0.18,22000,"Single Filer"
1920,0.19,24000,"Single Filer"
1920,0.2,26000,"Single Filer"
1920,0.21,28000,"Single Filer"
1920,0.22,30000,"Single Filer"
1920,0.23,32000,"Single Filer"
1920,0.24,34000,"Single Filer"
1920,0.25,36000,"Single Filer"
1920,0.26,38000,"Single Filer"
1920,0.27,40000,"Single Filer"
1920,0.28,42000,"Single Filer"
1920,0.29,44000,"Single Filer"
1920,0.3,46000,"Single Filer"
1920,0.31,48000,"Single Filer"
1920,0.32,50000,"Single Filer"
1920,0.33,52000,"Single Filer"
1920,0.34,54000,"Single Filer"
1920,0.35,56000,"Single Filer"
1920,0.36,58000,"Single Filer"
1920,0.37,60000,"Single Filer"
1920,0.38,62000,"Single Filer"
1920,0.39,64000,"Single Filer"
1920,0.4,66000,"Single Filer"
1920,0.41,68000,"Single Filer"
1920,0.42,70000,"Single Filer"
1920,0.43,72000,"Single Filer"
1920,0.44,74000,"Single Filer"
1920,0.45,76000,"Single Filer"
1920,0.46,78000,"Single Filer"
1920,0.47,80000,"Single Filer"
1920,0.48,82000,"Single Filer"
1920,0.49,84000,"Single Filer"
1920,0.5,86000,"Single Filer"
1920,0.51,88000,"Single Filer"
1920,0.52,90000,"Single Filer"
1920,0.53,92000,"Single Filer"
1920,0.54,94000,"Single Filer"
1920,0.55,96000,"Single Filer"
1920,0.56,98000,"Single Filer"
1920,0.6,100000,"Single Filer"
1920,0.64,150000,"Single Filer"
1920,0.68,200000,"Single Filer"
1920,0.71,300000,"Single Filer"
1920,0.72,500000,"Single Filer"
1920,0.73,1000000,"Single Filer"
1919,0.04,0,"Single Filer"
1919,0.08,4000,"Single Filer"
1919,0.09,5000,"Single Filer"
1919,0.1,6000,"Single Filer"
1919,0.11,8000,"Single Filer"
1919,0.12,10000,"Single Filer"
1919,0.13,12000,"Single Filer"
1919,0.14,14000,"Single Filer"
1919,0.15,16000,"Single Filer"
1919,0.16,18000,"Single Filer"
1919,0.17,20000,"Single Filer"
1919,0.18,22000,"Single Filer"
1919,0.19,24000,"Single Filer"
1919,0.2,26000,"Single Filer"
1919,0.21,28000,"Single Filer"
1919,0.22,30000,"Single Filer"
1919,0.23,32000,"Single Filer"
1919,0.24,34000,"Single Filer"
1919,0.25,36000,"Single Filer"
1919,0.26,38000,"Single Filer"
1919,0.27,40000,"Single Filer"
1919,0.28,42000,"Single Filer"
1919,0.29,44000,"Single Filer"
1919,0.3,46000,"Single Filer"
1919,0.31,48000,"Single Filer"
1919,0.32,50000,"Single Filer"
1919,0.33,52000,"Single Filer"
1919,0.34,54000,"Single Filer"
1919,0.35,56000,"Single Filer"
1919,0.36,58000,"Single Filer"
1919,0.37,60000,"Single Filer"
1919,0.38,62000,"Single Filer"
1919,0.39,64000,"Single Filer"
1919,0.4,66000,"Single Filer"
1919,0.41,68000,"Single Filer"
1919,0.42,70000,"Single Filer"
1919,0.43,72000,"Single Filer"
1919,0.44,74000,"Single Filer"
1919,0.45,76000,"Single Filer"
1919,0.46,78000,"Single Filer"
1919,0.47,80000,"Single Filer"
1919,0.48,82000,"Single Filer"
1919,0.49,84000,"Single Filer"
1919,0.5,86000,"Single Filer"
1919,0.51,88000,"Single Filer"
1919,0.52,90000,"Single Filer"
1919,0.53,92000,"Single Filer"
1919,0.54,94000,"Single Filer"
1919,0.55,96000,"Single Filer"
1919,0.56,98000,"Single Filer"
1919,0.6,100000,"Single Filer"
1919,0.64,150000,"Single Filer"
1919,0.68,200000,"Single Filer"
1919,0.71,300000,"Single Filer"
1919,0.72,500000,"Single Filer"
1919,0.73,1000000,"Single Filer"
1918,0.06,0,"Single Filer"
1918,0.12,4000,"Single Filer"
1918,0.13,5000,"Single Filer"
1918,0.14,6000,"Single Filer"
1918,0.15,8000,"Single Filer"
1918,0.16,10000,"Single Filer"
1918,0.17,12000,"Single Filer"
1918,0.18,14000,"Single Filer"
1918,0.19,16000,"Single Filer"
1918,0.2,18000,"Single Filer"
1918,0.21,20000,"Single Filer"
1918,0.22,22000,"Single Filer"
1918,0.23,24000,"Single Filer"
1918,0.24,26000,"Single Filer"
1918,0.25,28000,"Single Filer"
1918,0.26,30000,"Single Filer"
1918,0.27,32000,"Single Filer"
1918,0.28,34000,"Single Filer"
1918,0.29,36000,"Single Filer"
1918,0.3,38000,"Single Filer"
1918,0.31,40000,"Single Filer"
1918,0.32,42000,"Single Filer"
1918,0.33,44000,"Single Filer"
1918,0.34,46000,"Single Filer"
1918,0.35,48000,"Single Filer"
1918,0.36,50000,"Single Filer"
1918,0.37,52000,"Single Filer"
1918,0.38,54000,"Single Filer"
1918,0.39,56000,"Single Filer"
1918,0.4,58000,"Single Filer"
1918,0.41,60000,"Single Filer"
1918,0.42,62000,"Single Filer"
1918,0.43,64000,"Single Filer"
1918,0.44,66000,"Single Filer"
1918,0.45,68000,"Single Filer"
1918,0.46,70000,"Single Filer"
1918,0.47,72000,"Single Filer"
1918,0.48,74000,"Single Filer"
1918,0.49,76000,"Single Filer"
1918,0.5,78000,"Single Filer"
1918,0.51,80000,"Single Filer"
1918,0.52,82000,"Single Filer"
1918,0.53,84000,"Single Filer"
1918,0.54,86000,"Single Filer"
1918,0.55,88000,"Single Filer"
1918,0.56,90000,"Single Filer"
1918,0.57,92000,"Single Filer"
1918,0.58,94000,"Single Filer"
1918,0.59,96000,"Single Filer"
1918,0.6,98000,"Single Filer"
1918,0.64,100000,"Single Filer"
1918,0.68,150000,"Single Filer"
1918,0.72,200000,"Single Filer"
1918,0.75,300000,"Single Filer"
1918,0.76,500000,"Single Filer"
1918,0.77,1000000,"Single Filer"
1917,0.02,0,"Single Filer"
1917,0.04,2000,"Single Filer"
1917,0.05,5000,"Single Filer"
1917,0.06,7500,"Single Filer"
1917,0.07,10000,"Single Filer"
1917,0.08,12500,"Single Filer"
1917,0.09,15000,"Single Filer"
1917,0.12,20000,"Single Filer"
1917,0.16,40000,"Single Filer"
1917,0.21,60000,"Single Filer"
1917,0.26,80000,"Single Filer"
1917,0.31,100000,"Single Filer"
1917,0.35,150000,"Single Filer"
1917,0.41,200000,"Single Filer"
1917,0.46,250000,"Single Filer"
1917,0.5,300000,"Single Filer"
1917,0.54,500000,"Single Filer"
1917,0.59,750000,"Single Filer"
1917,0.65,1000000,"Single Filer"
1917,0.66,1500000,"Single Filer"
1917,0.67,2000000,"Single Filer"
1916,0.02,0,"Single Filer"
1916,0.03,20000,"Single Filer"
1916,0.04,40000,"Single Filer"
1916,0.05,60000,"Single Filer"
1916,0.06,80000,"Single Filer"
1916,0.07,100000,"Single Filer"
1916,0.08,150000,"Single Filer"
1916,0.09,200000,"Single Filer"
1916,0.1,250000,"Single Filer"
1916,0.11,300000,"Single Filer"
1916,0.12,500000,"Single Filer"
1916,0.13,1000000,"Single Filer"
1916,0.14,1500000,"Single Filer"
1916,0.15,2000000,"Single Filer"
1915,0.01,0,"Single Filer"
1915,0.02,20000,"Single Filer"
1915,0.03,50000,"Single Filer"
1915,0.04,75000,"Single Filer"
1915,0.05,100000,"Single Filer"
1915,0.06,250000,"Single Filer"
1915,0.07,500000,"Single Filer"
1914,0.01,0,"Single Filer"
1914,0.02,20000,"Single Filer"
1914,0.03,50000,"Single Filer"
1914,0.04,75000,"Single Filer"
1914,0.05,100000,"Single Filer"
1914,0.06,250000,"Single Filer"
1914,0.07,500000,"Single Filer"
1913,0.01,0,"Single Filer"
1913,0.02,20000,"Single Filer"
1913,0.03,50000,"Single Filer"
1913,0.04,75000,"Single Filer"
1913,0.05,100000,"Single Filer"
1913,0.06,250000,"Single Filer"
1913,0.07,500000,"Single Filer"
2021,0.1,0,"Head of Household"
2021,0.12,14200,"Head of Household"
2021,0.22,54200,"Head of Household"
2021,0.24,86350,"Head of Household"
2021,0.32,164900,"Head of Household"
2021,0.35,209400,"Head of Household"
2021,0.37,523600,"Head of Household"
2020,0.1,0,"Head of Household"
2020,0.12,14100,"Head of Household"
2020,0.22,53700,"Head of Household"
2020,0.24,85500,"Head of Household"
2020,0.32,163300,"Head of Household"
2020,0.35,207350,"Head of Household"
2020,0.37,518400,"Head of Household"
2019,0.1,0,"Head of Household"
2019,0.12,13850,"Head of Household"
2019,0.22,52850,"Head of Household"
2019,0.24,84200,"Head of Household"
2019,0.32,160700,"Head of Household"
2019,0.35,204100,"Head of Household"
2019,0.37,510300,"Head of Household"
2018,0.1,0,"Head of Household"
2018,0.12,13600,"Head of Household"
2018,0.22,51800,"Head of Household"
2018,0.24,82500,"Head of Household"
2018,0.32,157500,"Head of Household"
2018,0.35,200000,"Head of Household"
2018,0.37,500000,"Head of Household"
2017,0.1,0,"Head of Household"
2017,0.15,13350,"Head of Household"
2017,0.25,50800,"Head of Household"
2017,0.28,131200,"Head of Household"
2017,0.33,212500,"Head of Household"
2017,0.35,416700,"Head of Household"
2017,0.396,444550,"Head of Household"
2016,0.1,0,"Head of Household"
2016,0.15,13250,"Head of Household"
2016,0.25,50400,"Head of Household"
2016,0.28,130150,"Head of Household"
2016,0.33,210800,"Head of Household"
2016,0.35,413350,"Head of Household"
2016,0.396,441000,"Head of Household"
2015,0.1,0,"Head of Household"
2015,0.15,13151,"Head of Household"
2015,0.25,50201,"Head of Household"
2015,0.28,129601,"Head of Household"
2015,0.33,209851,"Head of Household"
2015,0.35,411501,"Head of Household"
2015,0.396,439001,"Head of Household"
2014,0.1,0,"Head of Household"
2014,0.15,12951,"Head of Household"
2014,0.25,49401,"Head of Household"
2014,0.28,127551,"Head of Household"
2014,0.33,206601,"Head of Household"
2014,0.35,405101,"Head of Household"
2014,0.396,432201,"Head of Household"
2013,0.1,0,"Head of Household"
2013,0.15,12750,"Head of Household"
2013,0.25,48600,"Head of Household"
2013,0.28,125450,"Head of Household"
2013,0.33,203150,"Head of Household"
2013,0.35,398350,"Head of Household"
2013,0.396,425000,"Head of Household"
2012,0.1,0,"Head of Household"
2012,0.15,12400,"Head of Household"
2012,0.25,47350,"Head of Household"
2012,0.28,122300,"Head of Household"
2012,0.33,198050,"Head of Household"
2012,0.35,388350,"Head of Household"
2011,0.1,0,"Head of Household"
2011,0.15,12150,"Head of Household"
2011,0.25,46250,"Head of Household"
2011,0.28,119400,"Head of Household"
2011,0.33,193350,"Head of Household"
2011,0.35,379150,"Head of Household"
2010,0.1,0,"Head of Household"
2010,0.15,11950,"Head of Household"
2010,0.25,45550,"Head of Household"
2010,0.28,117650,"Head of Household"
2010,0.33,190550,"Head of Household"
2010,0.35,373650,"Head of Household"
2009,0.1,0,"Head of Household"
2009,0.15,11950,"Head of Household"
2009,0.25,45500,"Head of Household"
2009,0.28,117450,"Head of Household"
2009,0.33,190200,"Head of Household"
2009,0.35,372950,"Head of Household"
2008,0.1,0,"Head of Household"
2008,0.15,11450,"Head of Household"
2008,0.25,43650,"Head of Household"
2008,0.28,112650,"Head of Household"
2008,0.33,182400,"Head of Household"
2008,0.35,357700,"Head of Household"
2007,0.1,0,"Head of Household"
2007,0.15,11200,"Head of Household"
2007,0.25,42650,"Head of Household"
2007,0.28,110100,"Head of Household"
2007,0.33,178350,"Head of Household"
2007,0.35,349700,"Head of Household"
2006,0.1,0,"Head of Household"
2006,0.15,10750,"Head of Household"
2006,0.25,41050,"Head of Household"
2006,0.28,106000,"Head of Household"
2006,0.33,171650,"Head of Household"
2006,0.35,336550,"Head of Household"
2005,0.1,0,"Head of Household"
2005,0.15,10450,"Head of Household"
2005,0.25,39800,"Head of Household"
2005,0.28,102800,"Head of Household"
2005,0.33,166450,"Head of Household"
2005,0.35,326450,"Head of Household"
2004,0.1,0,"Head of Household"
2004,0.15,10200,"Head of Household"
2004,0.25,38900,"Head of Household"
2004,0.28,100500,"Head of Household"
2004,0.33,162700,"Head of Household"
2004,0.35,319500,"Head of Household"
2003,0.1,0,"Head of Household"
2003,0.15,10000,"Head of Household"
2003,0.25,38050,"Head of Household"
2003,0.28,98250,"Head of Household"
2003,0.33,159100,"Head of Household"
2003,0.35,311950,"Head of Household"
2002,0.1,0,"Head of Household"
2002,0.15,10000,"Head of Household"
2002,0.27,37450,"Head of Household"
2002,0.3,96700,"Head of Household"
2002,0.35,156600,"Head of Household"
2002,0.386,307050,"Head of Household"
2001,0.15,0,"Head of Household"
2001,0.275,36250,"Head of Household"
2001,0.305,93650,"Head of Household"
2001,0.355,151650,"Head of Household"
2001,0.391,297350,"Head of Household"
2000,0.15,0,"Head of Household"
2000,0.28,35150,"Head of Household"
2000,0.31,90800,"Head of Household"
2000,0.36,147050,"Head of Household"
2000,0.396,288350,"Head of Household"
1999,0.15,0,"Head of Household"
1999,0.28,34550,"Head of Household"
1999,0.31,89150,"Head of Household"
1999,0.36,144400,"Head of Household"
1999,0.396,283150,"Head of Household"
1998,0.15,0,"Head of Household"
1998,0.28,33950,"Head of Household"
1998,0.31,87700,"Head of Household"
1998,0.36,142000,"Head of Household"
1998,0.396,278450,"Head of Household"
1997,0.15,0,"Head of Household"
1997,0.28,33050,"Head of Household"
1997,0.31,85350,"Head of Household"
1997,0.36,138200,"Head of Household"
1997,0.396,271050,"Head of Household"
1996,0.15,0,"Head of Household"
1996,0.28,32150,"Head of Household"
1996,0.31,83050,"Head of Household"
1996,0.36,134500,"Head of Household"
1996,0.396,263750,"Head of Household"
1995,0.15,0,"Head of Household"
1995,0.28,31250,"Head of Household"
1995,0.31,80750,"Head of Household"
1995,0.36,130800,"Head of Household"
1995,0.396,256500,"Head of Household"
1994,0.15,0,"Head of Household"
1994,0.28,30500,"Head of Household"
1994,0.31,78700,"Head of Household"
1994,0.36,127500,"Head of Household"
1994,0.396,250000,"Head of Household"
1993,0.15,0,"Head of Household"
1993,0.28,29600,"Head of Household"
1993,0.31,76400,"Head of Household"
1993,0.36,127500,"Head of Household"
1993,0.396,250000,"Head of Household"
1992,0.15,0,"Head of Household"
1992,0.28,28750,"Head of Household"
1992,0.31,74150,"Head of Household"
1991,0.15,0,"Head of Household"
1991,0.28,27300,"Head of Household"
1991,0.31,70450,"Head of Household"
1990,0.15,0,"Head of Household"
1990,0.28,26050,"Head of Household"
1989,0.15,0,"Head of Household"
1989,0.28,24850,"Head of Household"
1988,0.15,0,"Head of Household"
1988,0.28,23900,"Head of Household"
1987,0.11,0,"Head of Household"
1987,0.15,2500,"Head of Household"
1987,0.28,23000,"Head of Household"
1987,0.35,38000,"Head of Household"
1987,0.385,80000,"Head of Household"
1986,0,0,"Head of Household"
1986,0.11,2480,"Head of Household"
1986,0.12,4750,"Head of Household"
1986,0.14,7010,"Head of Household"
1986,0.17,9390,"Head of Household"
1986,0.18,12730,"Head of Household"
1986,0.2,16190,"Head of Household"
1986,0.24,19640,"Head of Household"
1986,0.28,25360,"Head of Household"
1986,0.32,31080,"Head of Household"
1986,0.35,36800,"Head of Household"
1986,0.42,48240,"Head of Household"
1986,0.45,65390,"Head of Household"
1986,0.48,88270,"Head of Household"
1986,0.5,116870,"Head of Household"
1985,0,0,"Head of Household"
1985,0.11,2390,"Head of Household"
1985,0.12,4580,"Head of Household"
1985,0.14,6760,"Head of Household"
1985,0.17,9050,"Head of Household"
1985,0.18,12280,"Head of Household"
1985,0.2,15610,"Head of Household"
1985,0.24,18940,"Head of Household"
1985,0.28,24460,"Head of Household"
1985,0.32,29970,"Head of Household"
1985,0.35,35490,"Head of Household"
1985,0.42,46520,"Head of Household"
1985,0.45,63070,"Head of Household"
1985,0.48,85130,"Head of Household"
1985,0.5,112720,"Head of Household"
1984,0,0,"Head of Household"
1984,0.11,2300,"Head of Household"
1984,0.12,4400,"Head of Household"
1984,0.14,6500,"Head of Household"
1984,0.17,8700,"Head of Household"
1984,0.18,11800,"Head of Household"
1984,0.2,15000,"Head of Household"
1984,0.24,18200,"Head of Household"
1984,0.28,23500,"Head of Household"
1984,0.32,28800,"Head of Household"
1984,0.35,34100,"Head of Household"
1984,0.42,44700,"Head of Household"
1984,0.45,60600,"Head of Household"
1984,0.48,81800,"Head of Household"
1984,0.5,108300,"Head of Household"
1983,0,0,"Head of Household"
1983,0.11,2300,"Head of Household"
1983,0.13,4400,"Head of Household"
1983,0.15,6500,"Head of Household"
1983,0.18,8700,"Head of Household"
1983,0.19,11800,"Head of Household"
1983,0.21,15000,"Head of Household"
1983,0.25,18200,"Head of Household"
1983,0.29,23500,"Head of Household"
1983,0.34,28800,"Head of Household"
1983,0.37,34100,"Head of Household"
1983,0.44,44700,"Head of Household"
1983,0.48,60600,"Head of Household"
1983,0.5,81800,"Head of Household"
1982,0,0,"Head of Household"
1982,0.12,2300,"Head of Household"
1982,0.14,4400,"Head of Household"
1982,0.16,6500,"Head of Household"
1982,0.2,8700,"Head of Household"
1982,0.22,11800,"Head of Household"
1982,0.23,15000,"Head of Household"
1982,0.28,18200,"Head of Household"
1982,0.32,23500,"Head of Household"
1982,0.38,28800,"Head of Household"
1982,0.41,34100,"Head of Household"
1982,0.49,44700,"Head of Household"
1982,0.5,60600,"Head of Household"
1981,0,0,"Head of Household"
1981,0.14,2300,"Head of Household"
1981,0.16,4400,"Head of Household"
1981,0.18,6500,"Head of Household"
1981,0.22,8700,"Head of Household"
1981,0.24,11800,"Head of Household"
1981,0.26,15000,"Head of Household"
1981,0.31,18200,"Head of Household"
1981,0.36,23500,"Head of Household"
1981,0.42,28800,"Head of Household"
1981,0.46,34100,"Head of Household"
1981,0.54,44700,"Head of Household"
1981,0.59,60600,"Head of Household"
1981,0.63,81800,"Head of Household"
1981,0.68,108300,"Head of Household"
1981,0.7,161300,"Head of Household"
1980,0,0,"Head of Household"
1980,0.14,2300,"Head of Household"
1980,0.16,4400,"Head of Household"
1980,0.18,6500,"Head of Household"
1980,0.22,8700,"Head of Household"
1980,0.24,11800,"Head of Household"
1980,0.26,15000,"Head of Household"
1980,0.31,18200,"Head of Household"
1980,0.36,23500,"Head of Household"
1980,0.42,28800,"Head of Household"
1980,0.46,34100,"Head of Household"
1980,0.54,44700,"Head of Household"
1980,0.59,60600,"Head of Household"
1980,0.63,81800,"Head of Household"
1980,0.68,108300,"Head of Household"
1980,0.7,161300,"Head of Household"
1979,0,0,"Head of Household"
1979,0.14,2300,"Head of Household"
1979,0.16,4400,"Head of Household"
1979,0.18,6500,"Head of Household"
1979,0.22,8700,"Head of Household"
1979,0.24,11800,"Head of Household"
1979,0.26,15000,"Head of Household"
1979,0.31,18200,"Head of Household"
1979,0.36,23500,"Head of Household"
1979,0.42,28800,"Head of Household"
1979,0.46,34100,"Head of Household"
1979,0.54,44700,"Head of Household"
1979,0.59,60600,"Head of Household"
1979,0.63,81800,"Head of Household"
1979,0.68,108300,"Head of Household"
1979,0.7,161300,"Head of Household"
1978,0,0,"Head of Household"
1978,0.14,2200,"Head of Household"
1978,0.16,3200,"Head of Household"
1978,0.18,4200,"Head of Household"
1978,0.19,6200,"Head of Household"
1978,0.22,8200,"Head of Household"
1978,0.23,10200,"Head of Household"
1978,0.25,12200,"Head of Household"
1978,0.27,14200,"Head of Household"
1978,0.28,16200,"Head of Household"
1978,0.31,18200,"Head of Household"
1978,0.32,20200,"Head of Household"
1978,0.35,22200,"Head of Household"
1978,0.36,24200,"Head of Household"
1978,0.38,26200,"Head of Household"
1978,0.41,28200,"Head of Household"
1978,0.42,30200,"Head of Household"
1978,0.45,34200,"Head of Household"
1978,0.48,38200,"Head of Household"
1978,0.51,40200,"Head of Household"
1978,0.52,42200,"Head of Household"
1978,0.55,46200,"Head of Household"
1978,0.56,52200,"Head of Household"
1978,0.58,54200,"Head of Household"
1978,0.59,66200,"Head of Household"
1978,0.61,72200,"Head of Household"
1978,0.62,78200,"Head of Household"
1978,0.63,82200,"Head of Household"
1978,0.64,90200,"Head of Household"
1978,0.66,102200,"Head of Household"
1978,0.67,122200,"Head of Household"
1978,0.68,142200,"Head of Household"
1978,0.69,162200,"Head of Household"
1978,0.7,182200,"Head of Household"
1977,0,0,"Head of Household"
1977,0.14,2200,"Head of Household"
1977,0.16,3200,"Head of Household"
1977,0.18,4200,"Head of Household"
1977,0.19,6200,"Head of Household"
1977,0.22,8200,"Head of Household"
1977,0.23,10200,"Head of Household"
1977,0.25,12200,"Head of Household"
1977,0.27,14200,"Head of Household"
1977,0.28,16200,"Head of Household"
1977,0.31,18200,"Head of Household"
1977,0.32,20200,"Head of Household"
1977,0.35,22200,"Head of Household"
1977,0.36,24200,"Head of Household"
1977,0.38,26200,"Head of Household"
1977,0.41,28200,"Head of Household"
1977,0.42,30200,"Head of Household"
1977,0.45,34200,"Head of Household"
1977,0.48,38200,"Head of Household"
1977,0.51,40200,"Head of Household"
1977,0.52,42200,"Head of Household"
1977,0.55,46200,"Head of Household"
1977,0.56,52200,"Head of Household"
1977,0.58,54200,"Head of Household"
1977,0.59,66200,"Head of Household"
1977,0.61,72200,"Head of Household"
1977,0.62,78200,"Head of Household"
1977,0.63,82200,"Head of Household"
1977,0.64,90200,"Head of Household"
1977,0.66,102200,"Head of Household"
1977,0.67,122200,"Head of Household"
1977,0.68,142200,"Head of Household"
1977,0.69,162200,"Head of Household"
1977,0.7,182200,"Head of Household"
1976,0.14,0,"Head of Household"
1976,0.16,1000,"Head of Household"
1976,0.18,2000,"Head of Household"
1976,0.19,4000,"Head of Household"
1976,0.22,6000,"Head of Household"
1976,0.23,8000,"Head of Household"
1976,0.25,10000,"Head of Household"
1976,0.27,12000,"Head of Household"
1976,0.28,14000,"Head of Household"
1976,0.31,16000,"Head of Household"
1976,0.32,18000,"Head of Household"
1976,0.35,20000,"Head of Household"
1976,0.36,22000,"Head of Household"
1976,0.38,24000,"Head of Household"
1976,0.41,26000,"Head of Household"
1976,0.42,28000,"Head of Household"
1976,0.45,32000,"Head of Household"
1976,0.48,36000,"Head of Household"
1976,0.51,38000,"Head of Household"
1976,0.52,40000,"Head of Household"
1976,0.55,44000,"Head of Household"
1976,0.56,50000,"Head of Household"
1976,0.58,52000,"Head of Household"
1976,0.59,64000,"Head of Household"
1976,0.61,70000,"Head of Household"
1976,0.62,76000,"Head of Household"
1976,0.63,80000,"Head of Household"
1976,0.64,88000,"Head of Household"
1976,0.66,100000,"Head of Household"
1976,0.67,120000,"Head of Household"
1976,0.68,140000,"Head of Household"
1976,0.69,160000,"Head of Household"
1976,0.7,180000,"Head of Household"
1975,0.14,0,"Head of Household"
1975,0.16,1000,"Head of Household"
1975,0.18,2000,"Head of Household"
1975,0.19,4000,"Head of Household"
1975,0.22,6000,"Head of Household"
1975,0.23,8000,"Head of Household"
1975,0.25,10000,"Head of Household"
1975,0.27,12000,"Head of Household"
1975,0.28,14000,"Head of Household"
1975,0.31,16000,"Head of Household"
1975,0.32,18000,"Head of Household"
1975,0.35,20000,"Head of Household"
1975,0.36,22000,"Head of Household"
1975,0.38,24000,"Head of Household"
1975,0.41,26000,"Head of Household"
1975,0.42,28000,"Head of Household"
1975,0.45,32000,"Head of Household"
1975,0.48,36000,"Head of Household"
1975,0.51,38000,"Head of Household"
1975,0.52,40000,"Head of Household"
1975,0.55,44000,"Head of Household"
1975,0.56,50000,"Head of Household"
1975,0.58,52000,"Head of Household"
1975,0.59,64000,"Head of Household"
1975,0.61,70000,"Head of Household"
1975,0.62,76000,"Head of Household"
1975,0.63,80000,"Head of Household"
1975,0.64,88000,"Head of Household"
1975,0.66,100000,"Head of Household"
1975,0.67,120000,"Head of Household"
1975,0.68,140000,"Head of Household"
1975,0.69,160000,"Head of Household"
1975,0.7,180000,"Head of Household"
1974,0.14,0,"Head of Household"
1974,0.16,1000,"Head of Household"
1974,0.18,2000,"Head of Household"
1974,0.19,4000,"Head of Household"
1974,0.22,6000,"Head of Household"
1974,0.23,8000,"Head of Household"
1974,0.25,10000,"Head of Household"
1974,0.27,12000,"Head of Household"
1974,0.28,14000,"Head of Household"
1974,0.31,16000,"Head of Household"
1974,0.32,18000,"Head of Household"
1974,0.35,20000,"Head of Household"
1974,0.36,22000,"Head of Household"
1974,0.38,24000,"Head of Household"
1974,0.41,26000,"Head of Household"
1974,0.42,28000,"Head of Household"
1974,0.45,32000,"Head of Household"
1974,0.48,36000,"Head of Household"
1974,0.51,38000,"Head of Household"
1974,0.52,40000,"Head of Household"
1974,0.55,44000,"Head of Household"
1974,0.56,50000,"Head of Household"
1974,0.58,52000,"Head of Household"
1974,0.59,64000,"Head of Household"
1974,0.61,70000,"Head of Household"
1974,0.62,76000,"Head of Household"
1974,0.63,80000,"Head of Household"
1974,0.64,88000,"Head of Household"
1974,0.66,100000,"Head of Household"
1974,0.67,120000,"Head of Household"
1974,0.68,140000,"Head of Household"
1974,0.69,160000,"Head of Household"
1974,0.7,180000,"Head of Household"
1973,0.14,0,"Head of Household"
1973,0.16,1000,"Head of Household"
1973,0.18,2000,"Head of Household"
1973,0.19,4000,"Head of Household"
1973,0.22,6000,"Head of Household"
