"Year","Rate","Bracket","Type"
2021,0.1,0,"Married Filing Jointly"
2021,0.12,19900,"Married Filing Jointly"
2021,0.22,81050,"Married Filing Jointly"
2021,0.24,172750,"Married Filing Jointly"
2021,0.32,329850,"Married Filing Jointly"
2021,0.35,418850,"Married Filing Jointly"
2021,0.37,628301,"Married Filing Jointly"
2020,0.1,0,"Married Filing Jointly"
2020,0.12,19750,"Married Filing Jointly"
2020,0.22,80250,"Married Filing Jointly"
2020,0.24,171050,"Married Filing Jointly"
2020,0.32,326600,"Married Filing Jointly"
2020,0.35,414700,"Married Filing Jointly"
2020,0.37,622050,"Married Filing Jointly"
2019,0.1,0,"Married Filing Jointly"
2019,0.12,19400,"Married Filing Jointly"
2019,0.22,78950,"Married Filing Jointly"
2019,0.24,168400,"Married Filing Jointly"
2019,0.32,321450,"Married Filing Jointly"
2019,0.35,408200,"Married Filing Jointly"
2019,0.37,612350,"Married Filing Jointly"
2018,0.1,0,"Married Filing Jointly"
2018,0.12,19050,"Married Filing Jointly"
2018,0.22,77400,"Married Filing Jointly"
2018,0.24,165000,"Married Filing Jointly"
2018,0.32,315000,"Married Filing Jointly"
2018,0.35,400000,"Married Filing Jointly"
2018,0.37,600000,"Married Filing Jointly"
2017,0.1,0,"Married Filing Jointly"
2017,0.15,18650,"Married Filing Jointly"
2017,0.25,75900,"Married Filing Jointly"
2017,0.28,153100,"Married Filing Jointly"
2017,0.33,233350,"Married Filing Jointly"
2017,0.35,416700,"Married Filing Jointly"
2017,0.396,470700,"Married Filing Jointly"
2016,0.1,0,"Married Filing Jointly"
2016,0.15,18550,"Married Filing Jointly"
2016,0.25,75300,"Married Filing Jointly"
2016,0.28,151900,"Married Filing Jointly"
2016,0.33,231450,"Married Filing Jointly"
2016,0.35,413350,"Married Filing Jointly"
2016,0.396,466950,"Married Filing Jointly"
2015,0.1,0,"Married Filing Jointly"
2015,0.15,18451,"Married Filing Jointly"
2015,0.25,74901,"Married Filing Jointly"
2015,0.28,151201,"Married Filing Jointly"
2015,0.33,230451,"Married Filing Jointly"
2015,0.35,411501,"Married Filing Jointly"
2015,0.396,464851,"Married Filing Jointly"
2014,0.1,0,"Married Filing Jointly"
2014,0.15,18151,"Married Filing Jointly"
2014,0.25,73801,"Married Filing Jointly"
2014,0.28,148851,"Married Filing Jointly"
2014,0.33,226851,"Married Filing Jointly"
2014,0.35,405101,"Married Filing Jointly"
2014,0.396,457601,"Married Filing Jointly"
2013,0.1,0,"Married Filing Jointly"
2013,0.15,17850,"Married Filing Jointly"
2013,0.25,72500,"Married Filing Jointly"
2013,0.28,146400,"Married Filing Jointly"
2013,0.33,223050,"Married Filing Jointly"
2013,0.35,398350,"Married Filing Jointly"
2013,0.396,450000,"Married Filing Jointly"
2012,0.1,0,"Married Filing Jointly"
2012,0.15,17400,"Married Filing Jointly"
2012,0.25,70700,"Married Filing Jointly"
2012,0.28,142700,"Married Filing Jointly"
2012,0.33,217450,"Married Filing Jointly"
2012,0.35,388350,"Married Filing Jointly"
2011,0.1,0,"Married Filing Jointly"
2011,0.15,17000,"Married Filing Jointly"
2011,0.25,69000,"Married Filing Jointly"
2011,0.28,139350,"Married Filing Jointly"
2011,0.33,212300,"Married Filing Jointly"
2011,0.35,379150,"Married Filing Jointly"
2010,0.1,0,"Married Filing Jointly"
2010,0.15,16750,"Married Filing Jointly"
2010,0.25,68000,"Married Filing Jointly"
2010,0.28,137300,"Married Filing Jointly"
2010,0.33,209250,"Married Filing Jointly"
2010,0.35,373650,"Married Filing Jointly"
2009,0.1,0,"Married Filing Jointly"
2009,0.15,16700,"Married Filing Jointly"
2009,0.25,67900,"Married Filing Jointly"
2009,0.28,137050,"Married Filing Jointly"
2009,0.33,208850,"Married Filing Jointly"
2009,0.35,372950,"Married Filing Jointly"
2008,0.1,0,"Married Filing Jointly"
2008,0.15,16050,"Married Filing Jointly"
2008,0.25,65100,"Married Filing Jointly"
2008,0.28,131450,"Married Filing Jointly"
2008,0.33,200300,"Married Filing Jointly"
2008,0.35,357700,"Married Filing Jointly"
2007,0.1,0,"Married Filing Jointly"
2007,0.15,15650,"Married Filing Jointly"
2007,0.25,63700,"Married Filing Jointly"
2007,0.28,128500,"Married Filing Jointly"
2007,0.33,195850,"Married Filing Jointly"
2007,0.35,349700,"Married Filing Jointly"
2006,0.1,0,"Married Filing Jointly"
2006,0.15,15100,"Married Filing Jointly"
2006,0.25,61300,"Married Filing Jointly"
2006,0.28,123700,"Married Filing Jointly"
2006,0.33,188450,"Married Filing Jointly"
2006,0.35,336550,"Married Filing Jointly"
2005,0.1,0,"Married Filing Jointly"
2005,0.15,14600,"Married Filing Jointly"
2005,0.25,59400,"Married Filing Jointly"
2005,0.28,119950,"Married Filing Jointly"
2005,0.33,182800,"Married Filing Jointly"
2005,0.35,326450,"Married Filing Jointly"
2004,0.1,0,"Married Filing Jointly"
2004,0.15,14300,"Married Filing Jointly"
2004,0.25,58100,"Married Filing Jointly"
2004,0.28,117250,"Married Filing Jointly"
2004,0.33,178650,"Married Filing Jointly"
2004,0.35,319100,"Married Filing Jointly"
2003,0.1,0,"Married Filing Jointly"
2003,0.15,14000,"Married Filing Jointly"
2003,0.25,56800,"Married Filing Jointly"
2003,0.28,114650,"Married Filing Jointly"
2003,0.33,174700,"Married Filing Jointly"
2003,0.35,311950,"Married Filing Jointly"
2002,0.1,0,"Married Filing Jointly"
2002,0.15,12000,"Married Filing Jointly"
2002,0.27,46700,"Married Filing Jointly"
2002,0.3,112850,"Married Filing Jointly"
2002,0.35,171950,"Married Filing Jointly"
2002,0.386,307050,"Married Filing Jointly"
2001,0.15,0,"Married Filing Jointly"
2001,0.275,45200,"Married Filing Jointly"
2001,0.305,109250,"Married Filing Jointly"
2001,0.355,166500,"Married Filing Jointly"
2001,0.391,297350,"Married Filing Jointly"
2000,0.15,0,"Married Filing Jointly"
2000,0.28,43850,"Married Filing Jointly"
2000,0.31,105950,"Married Filing Jointly"
2000,0.36,161450,"Married Filing Jointly"
2000,0.396,288350,"Married Filing Jointly"
1999,0.15,0,"Married Filing Jointly"
1999,0.28,43050,"Married Filing Jointly"
1999,0.31,104050,"Married Filing Jointly"
1999,0.36,158550,"Married Filing Jointly"
1999,0.396,283150,"Married Filing Jointly"
1998,0.15,0,"Married Filing Jointly"
1998,0.28,42350,"Married Filing Jointly"
1998,0.31,102300,"Married Filing Jointly"
1998,0.36,155950,"Married Filing Jointly"
1998,0.396,278450,"Married Filing Jointly"
1997,0.15,0,"Married Filing Jointly"
1997,0.28,41200,"Married Filing Jointly"
1997,0.31,99600,"Married Filing Jointly"
1997,0.36,151750,"Married Filing Jointly"
1997,0.396,271050,"Married Filing Jointly"
1996,0.15,0,"Married Filing Jointly"
1996,0.28,40100,"Married Filing Jointly"
1996,0.31,96900,"Married Filing Jointly"
1996,0.36,147700,"Married Filing Jointly"
1996,0.396,263750,"Married Filing Jointly"
1995,0.15,0,"Married Filing Jointly"
1995,0.28,39000,"Married Filing Jointly"
1995,0.31,94250,"Married Filing Jointly"
1995,0.36,143600,"Married Filing Jointly"
1995,0.396,256500,"Married Filing Jointly"
1994,0.15,0,"Married Filing Jointly"
1994,0.28,38000,"Married Filing Jointly"
1994,0.31,91850,"Married Filing Jointly"
1994,0.36,140000,"Married Filing Jointly"
1994,0.396,250000,"Married Filing Jointly"
1993,0.15,0,"Married Filing Jointly"
1993,0.28,36900,"Married Filing Jointly"
1993,0.31,89150,"Married Filing Jointly"
1993,0.36,140000,"Married Filing Jointly"
1993,0.396,250000,"Married Filing Jointly"
1992,0.15,0,"Married Filing Jointly"
1992,0.28,35800,"Married Filing Jointly"
1992,0.31,86500,"Married Filing Jointly"
1991,0.15,0,"Married Filing Jointly"
1991,0.28,34000,"Married Filing Jointly"
1991,0.31,82150,"Married Filing Jointly"
1990,0.15,0,"Married Filing Jointly"
1990,0.28,32450,"Married Filing Jointly"
1989,0.15,0,"Married Filing Jointly"
1989,0.28,30950,"Married Filing Jointly"
1988,0.15,0,"Married Filing Jointly"
1988,0.28,29750,"Married Filing Jointly"
1987,0.11,0,"Married Filing Jointly"
1987,0.15,3000,"Married Filing Jointly"
1987,0.28,28000,"Married Filing Jointly"
1987,0.35,45000,"Married Filing Jointly"
1987,0.385,90000,"Married Filing Jointly"
1986,0,0,"Married Filing Jointly"
1986,0.11,3670,"Married Filing Jointly"
1986,0.12,5940,"Married Filing Jointly"
1986,0.14,8200,"Married Filing Jointly"
1986,0.16,12840,"Married Filing Jointly"
1986,0.18,17270,"Married Filing Jointly"
1986,0.22,21800,"Married Filing Jointly"
1986,0.25,26550,"Married Filing Jointly"
1986,0.28,32270,"Married Filing Jointly"
1986,0.33,37980,"Married Filing Jointly"
1986,0.38,49420,"Married Filing Jointly"
1986,0.42,64750,"Married Filing Jointly"
1986,0.45,92370,"Married Filing Jointly"
1986,0.49,118050,"Married Filing Jointly"
1986,0.5,175250,"Married Filing Jointly"
1985,0,0,"Married Filing Jointly"
1985,0.11,3540,"Married Filing Jointly"
1985,0.12,5720,"Married Filing Jointly"
1985,0.14,7910,"Married Filing Jointly"
1985,0.16,12390,"Married Filing Jointly"
1985,0.18,16650,"Married Filing Jointly"
1985,0.22,21020,"Married Filing Jointly"
1985,0.25,25600,"Married Filing Jointly"
1985,0.28,31120,"Married Filing Jointly"
1985,0.33,36630,"Married Filing Jointly"
1985,0.38,47670,"Married Filing Jointly"
1985,0.42,62450,"Married Filing Jointly"
1985,0.45,89090,"Married Filing Jointly"
1985,0.49,113860,"Married Filing Jointly"
1985,0.5,169020,"Married Filing Jointly"
1984,0,0,"Married Filing Jointly"
1984,0.11,3400,"Married Filing Jointly"
1984,0.12,5500,"Married Filing Jointly"
1984,0.14,7600,"Married Filing Jointly"
1984,0.16,11900,"Married Filing Jointly"
1984,0.18,16000,"Married Filing Jointly"
1984,0.22,20200,"Married Filing Jointly"
1984,0.25,24600,"Married Filing Jointly"
1984,0.28,29900,"Married Filing Jointly"
1984,0.33,35200,"Married Filing Jointly"
1984,0.38,45800,"Married Filing Jointly"
1984,0.42,60000,"Married Filing Jointly"
1984,0.45,85600,"Married Filing Jointly"
1984,0.49,109400,"Married Filing Jointly"
1984,0.5,162400,"Married Filing Jointly"
1983,0,0,"Married Filing Jointly"
1983,0.11,3400,"Married Filing Jointly"
1983,0.13,5500,"Married Filing Jointly"
1983,0.15,7600,"Married Filing Jointly"
1983,0.17,11900,"Married Filing Jointly"
1983,0.19,16000,"Married Filing Jointly"
1983,0.23,20200,"Married Filing Jointly"
1983,0.26,24600,"Married Filing Jointly"
1983,0.3,29900,"Married Filing Jointly"
1983,0.35,35200,"Married Filing Jointly"
1983,0.4,45800,"Married Filing Jointly"
1983,0.44,60000,"Married Filing Jointly"
1983,0.48,85600,"Married Filing Jointly"
1983,0.5,109400,"Married Filing Jointly"
1982,0,0,"Married Filing Jointly"
1982,0.12,3400,"Married Filing Jointly"
1982,0.14,5500,"Married Filing Jointly"
1982,0.16,7600,"Married Filing Jointly"
1982,0.19,11900,"Married Filing Jointly"
1982,0.22,16000,"Married Filing Jointly"
1982,0.25,20200,"Married Filing Jointly"
1982,0.29,24600,"Married Filing Jointly"
1982,0.33,29900,"Married Filing Jointly"
1982,0.39,35200,"Married Filing Jointly"
1982,0.44,45800,"Married Filing Jointly"
1982,0.49,60000,"Married Filing Jointly"
1982,0.5,85600,"Married Filing Jointly"
1981,0,0,"Married Filing Jointly"
1981,0.14,3400,"Married Filing Jointly"
1981,0.16,5500,"Married Filing Jointly"
1981,0.18,7600,"Married Filing Jointly"
1981,0.21,11900,"Married Filing Jointly"
1981,0.24,16000,"Married Filing Jointly"
1981,0.28,20200,"Married Filing Jointly"
1981,0.32,24600,"Married Filing Jointly"
1981,0.37,29900,"Married Filing Jointly"
1981,0.43,35200,"Married Filing Jointly"
1981,0.49,45800,"Married Filing Jointly"
1981,0.54,60000,"Married Filing Jointly"
1981,0.59,85600,"Married Filing Jointly"
1981,0.64,109400,"Married Filing Jointly"
1981,0.68,162400,"Married Filing Jointly"
1981,0.7,215400,"Married Filing Jointly"
1980,0,0,"Married Filing Jointly"
1980,0.14,3400,"Married Filing Jointly"
1980,0.16,5500,"Married Filing Jointly"
1980,0.18,7600,"Married Filing Jointly"
1980,0.21,11900,"Married Filing Jointly"
1980,0.24,16000,"Married Filing Jointly"
1980,0.28,20200,"Married Filing Jointly"
1980,0.32,24600,"Married Filing Jointly"
1980,0.37,29900,"Married Filing Jointly"
1980,0.43,35200,"Married Filing Jointly"
1980,0.49,45800,"Married Filing Jointly"
1980,0.54,60000,"Married Filing Jointly"
1980,0.59,85600,"Married Filing Jointly"
1980,0.64,109400,"Married Filing Jointly"
1980,0.68,162400,"Married Filing Jointly"
1980,0.7,215400,"Married Filing Jointly"
1979,0,0,"Married Filing Jointly"
1979,0.14,3400,"Married Filing Jointly"
1979,0.16,5500,"Married Filing Jointly"
1979,0.18,7600,"Married Filing Jointly"
1979,0.21,11900,"Married Filing Jointly"
1979,0.24,16000,"Married Filing Jointly"
1979,0.28,20200,"Married Filing Jointly"
1979,0.32,24600,"Married Filing Jointly"
1979,0.37,29900,"Married Filing Jointly"
1979,0.43,35200,"Married Filing Jointly"
1979,0.49,45800,"Married Filing Jointly"
1979,0.54,60000,"Married Filing Jointly"
1979,0.59,85600,"Married Filing Jointly"
1979,0.64,109400,"Married Filing Jointly"
1979,0.68,162400,"Married Filing Jointly"
1979,0.7,215400,"Married Filing Jointly"
1978,0,0,"Married Filing Jointly"
1978,0.14,3200,"Married Filing Jointly"
1978,0.15,4200,"Married Filing Jointly"
1978,0.16,5200,"Married Filing Jointly"
1978,0.17,6200,"Married Filing Jointly"
1978,0.19,7200,"Married Filing Jointly"
1978,0.22,11200,"Married Filing Jointly"
1978,0.25,15200,"Married Filing Jointly"
1978,0.28,19200,"Married Filing Jointly"
1978,0.32,23200,"Married Filing Jointly"
1978,0.36,27200,"Married Filing Jointly"
1978,0.49,31200,"Married Filing Jointly"
1978,0.42,35200,"Married Filing Jointly"
1978,0.45,39200,"Married Filing Jointly"
1978,0.48,43200,"Married Filing Jointly"
1978,0.5,47200,"Married Filing Jointly"
1978,0.53,55200,"Married Filing Jointly"
1978,0.55,67200,"Married Filing Jointly"
1978,0.58,79200,"Married Filing Jointly"
1978,0.6,91200,"Married Filing Jointly"
1978,0.62,103200,"Married Filing Jointly"
1978,0.64,123200,"Married Filing Jointly"
1978,0.66,143200,"Married Filing Jointly"
1978,0.68,163200,"Married Filing Jointly"
1978,0.69,183200,"Married Filing Jointly"
1978,0.7,203200,"Married Filing Jointly"
1977,0,0,"Married Filing Jointly"
1977,0.14,3200,"Married Filing Jointly"
1977,0.15,4200,"Married Filing Jointly"
1977,0.16,5200,"Married Filing Jointly"
1977,0.17,6200,"Married Filing Jointly"
1977,0.19,7200,"Married Filing Jointly"
1977,0.22,11200,"Married Filing Jointly"
1977,0.25,15200,"Married Filing Jointly"
1977,0.28,19200,"Married Filing Jointly"
1977,0.32,23200,"Married Filing Jointly"
1977,0.36,27200,"Married Filing Jointly"
1977,0.39,31200,"Married Filing Jointly"
1977,0.42,35200,"Married Filing Jointly"
1977,0.45,39200,"Married Filing Jointly"
1977,0.48,43200,"Married Filing Jointly"
1977,0.5,47200,"Married Filing Jointly"
1977,0.53,55200,"Married Filing Jointly"
1977,0.55,67200,"Married Filing Jointly"
1977,0.58,79200,"Married Filing Jointly"
1977,0.6,91200,"Married Filing Jointly"
1977,0.62,103200,"Married Filing Jointly"
1977,0.64,123200,"Married Filing Jointly"
1977,0.66,143200,"Married Filing Jointly"
1977,0.68,163200,"Married Filing Jointly"
1977,0.69,183200,"Married Filing Jointly"
1977,0.7,203200,"Married Filing Jointly"
1976,0.14,0,"Married Filing Jointly"
1976,0.15,1000,"Married Filing Jointly"
1976,0.16,2000,"Married Filing Jointly"
1976,0.17,3000,"Married Filing Jointly"
1976,0.19,4000,"Married Filing Jointly"
1976,0.22,8000,"Married Filing Jointly"
1976,0.25,12000,"Married Filing Jointly"
1976,0.28,16000,"Married Filing Jointly"
1976,0.32,20000,"Married Filing Jointly"
1976,0.36,24000,"Married Filing Jointly"
1976,0.39,28000,"Married Filing Jointly"
1976,0.42,32000,"Married Filing Jointly"
1976,0.45,36000,"Married Filing Jointly"
1976,0.48,40000,"Married Filing Jointly"
1976,0.5,44000,"Married Filing Jointly"
1976,0.53,52000,"Married Filing Jointly"
1976,0.55,64000,"Married Filing Jointly"
1976,0.58,76000,"Married Filing Jointly"
1976,0.6,88000,"Married Filing Jointly"
1976,0.62,100000,"Married Filing Jointly"
1976,0.64,120000,"Married Filing Jointly"
1976,0.66,140000,"Married Filing Jointly"
1976,0.68,160000,"Married Filing Jointly"
1976,0.69,180000,"Married Filing Jointly"
1976,0.7,200000,"Married Filing Jointly"
1975,0.14,0,"Married Filing Jointly"
1975,0.15,1000,"Married Filing Jointly"
1975,0.16,2000,"Married Filing Jointly"
1975,0.17,3000,"Married Filing Jointly"
1975,0.19,4000,"Married Filing Jointly"
1975,0.22,8000,"Married Filing Jointly"
1975,0.25,12000,"Married Filing Jointly"
1975,0.28,16000,"Married Filing Jointly"
1975,0.32,20000,"Married Filing Jointly"
1975,0.36,24000,"Married Filing Jointly"
1975,0.39,28000,"Married Filing Jointly"
1975,0.42,32000,"Married Filing Jointly"
1975,0.45,36000,"Married Filing Jointly"
1975,0.48,40000,"Married Filing Jointly"
1975,0.5,44000,"Married Filing Jointly"
1975,0.53,52000,"Married Filing Jointly"
1975,0.55,64000,"Married Filing Jointly"
1975,0.58,76000,"Married Filing Jointly"
1975,0.6,88000,"Married Filing Jointly"
1975,0.62,100000,"Married Filing Jointly"
1975,0.64,120000,"Married Filing Jointly"
1975,0.66,140000,"Married Filing Jointly"
1975,0.68,160000,"Married Filing Jointly"
1975,0.69,180000,"Married Filing Jointly"
1975,0.7,200000,"Married Filing Jointly"
1974,0.14,0,"Married Filing Jointly"
1974,0.15,1000,"Married Filing Jointly"
1974,0.16,2000,"Married Filing Jointly"
1974,0.17,3000,"Married Filing Jointly"
1974,0.19,4000,"Married Filing Jointly"
1974,0.22,8000,"Married Filing Jointly"
1974,0.25,12000,"Married Filing Jointly"
1974,0.28,16000,"Married Filing Jointly"
1974,0.32,20000,"Married Filing Jointly"
1974,0.36,24000,"Married Filing Jointly"
1974,0.39,28000,"Married Filing Jointly"
1974,0.42,32000,"Married Filing Jointly"
1974,0.45,36000,"Married Filing Jointly"
1974,0.48,40000,"Married Filing Jointly"
1974,0.5,44000,"Married Filing Jointly"
1974,0.53,52000,"Married Filing Jointly"
1974,0.55,64000,"Married Filing Jointly"
1974,0.58,76000,"Married Filing Jointly"
1974,0.6,88000,"Married Filing Jointly"
1974,0.62,100000,"Married Filing Jointly"
1974,0.64,120000,"Married Filing Jointly"
1974,0.66,140000,"Married Filing Jointly"
1974,0.68,160000,"Married Filing Jointly"
1974,0.69,180000,"Married Filing Jointly"
1974,0.7,200000,"Married Filing Jointly"
1973,0.14,0,"Married Filing Jointly"
1973,0.15,1000,"Married Filing Jointly"
1973,0.16,2000,"Married Filing Jointly"
1973,0.17,3000,"Married Filing Jointly"
1973,0.19,4000,"Married Filing Jointly"
1973,0.22,8000,"Married Filing Jointly"
1973,0.25,12000,"Married Filing Jointly"
1973,0.28,16000,"Married Filing Jointly"
1973,0.32,20000,"Married Filing Jointly"
1973,0.36,24000,"Married Filing Jointly"
1973,0.39,28000,"Married Filing Jointly"
1973,0.42,32000,"Married Filing Jointly"
1973,0.45,36000,"Married Filing Jointly"
1973,0.48,40000,"Married Filing Jointly"
1973,0.5,44000,"Married Filing Jointly"
1973,0.53,52000,"Married Filing Jointly"
1973,0.55,64000,"Married Filing Jointly"
1973,0.58,76000,"Married Filing Jointly"
1973,0.6,88000,"Married Filing Jointly"
1973,0.62,100000,"Married Filing Jointly"
1973,0.64,120000,"Married Filing Jointly"
1973,0.66,140000,"Married Filing Jointly"
1973,0.68,160000,"Married Filing Jointly"
1973,0.69,180000,"Married Filing Jointly"
1973,0.7,200000,"Married Filing Jointly"
1972,0.14,0,"Married Filing Jointly"
1972,0.15,1000,"Married Filing Jointly"
1972,0.16,2000,"Married Filing Jointly"
1972,0.17,3000,"Married Filing Jointly"
1972,0.19,4000,"Married Filing Jointly"
1972,0.22,8000,"Married Filing Jointly"
1972,0.25,12000,"Married Filing Jointly"
1972,0.28,16000,"Married Filing Jointly"
1972,0.32,20000,"Married Filing Jointly"
1972,0.36,24000,"Married Filing Jointly"
1972,0.39,28000,"Married Filing Jointly"
1972,0.42,32000,"Married Filing Jointly"
1972,0.45,36000,"Married Filing Jointly"
1972,0.48,40000,"Married Filing Jointly"
1972,0.5,44000,"Married Filing Jointly"
1972,0.53,52000,"Married Filing Jointly"
1972,0.55,64000,"Married Filing Jointly"
1972,0.58,76000,"Married Filing Jointly"
1972,0.6,88000,"Married Filing Jointly"
1972,0.62,100000,"Married Filing Jointly"
1972,0.64,120000,"Married Filing Jointly"
1972,0.66,140000,"Married Filing Jointly"
1972,0.68,160000,"Married Filing Jointly"
1972,0.69,180000,"Married Filing Jointly"
1972,0.7,200000,"Married Filing Jointly"
1971,0.14,0,"Married Filing Jointly"
1971,0.15,1000,"Married Filing Jointly"
1971,0.16,2000,"Married Filing Jointly"
1971,0.17,3000,"Married Filing Jointly"
1971,0.19,4000,"Married Filing Jointly"
1971,0.22,8000,"Married Filing Jointly"
1971,0.25,12000,"Married Filing Jointly"
1971,0.28,16000,"Married Filing Jointly"
1971,0.32,20000,"Married Filing Jointly"
1971,0.36,24000,"Married Filing Jointly"
1971,0.39,28000,"Married Filing Jointly"
1971,0.42,32000,"Married Filing Jointly"
1971,0.45,36000,"Married Filing Jointly"
1971,0.48,40000,"Married Filing Jointly"
1971,0.5,44000,"Married Filing Jointly"
1971,0.53,52000,"Married Filing Jointly"
1971,0.55,64000,"Married Filing Jointly"
1971,0.58,76000,"Married Filing Jointly"
1971,0.6,88000,"Married Filing Jointly"
1971,0.62,100000,"Married Filing Jointly"
1971,0.64,120000,"Married Filing Jointly"
1971,0.66,140000,"Married Filing Jointly"
1971,0.68,160000,"Married Filing Jointly"
1971,0.69,180000,"Married Filing Jointly"
1971,0.7,200000,"Married Filing Jointly"
1970,0.14,0,"Married Filing Jointly"
1970,0.15,1000,"Married Filing Jointly"
1970,0.16,2000,"Married Filing Jointly"
1970,0.17,3000,"Married Filing Jointly"
1970,0.19,4000,"Married Filing Jointly"
1970,0.22,8000,"Married Filing Jointly"
1970,0.25,12000,"Married Filing Jointly"
1970,0.28,16000,"Married Filing Jointly"
1970,0.32,20000,"Married Filing Jointly"
1970,0.36,24000,"Married Filing Jointly"
1970,0.39,28000,"Married Filing Jointly"
1970,0.42,32000,"Married Filing Jointly"
1970,0.45,36000,"Married Filing Jointly"
1970,0.48,40000,"Married Filing Jointly"
1970,0.5,44000,"Married Filing Jointly"
1970,0.53,52000,"Married Filing Jointly"
1970,0.55,64000,"Married Filing Jointly"
1970,0.58,76000,"Married Filing Jointly"
1970,0.6,88000,"Married Filing Jointly"
1970,0.62,100000,"Married Filing Jointly"
1970,0.64,120000,"Married Filing Jointly"
1970,0.66,140000,"Married Filing Jointly"
1970,0.68,160000,"Married Filing Jointly"
1970,0.69,180000,"Married Filing Jointly"
1970,0.7,200000,"Married Filing Jointly"
1969,0.14,0,"Married Filing Jointly"
1969,0.15,1000,"Married Filing Jointly"
1969,0.16,2000,"Married Filing Jointly"
1969,0.17,3000,"Married Filing Jointly"
1969,0.19,4000,"Married Filing Jointly"
1969,0.22,8000,"Married Filing Jointly"
1969,0.25,12000,"Married Filing Jointly"
1969,0.28,16000,"Married Filing Jointly"
1969,0.32,20000,"Married Filing Jointly"
1969,0.36,24000,"Married Filing Jointly"
1969,0.39,28000,"Married Filing Jointly"
1969,0.42,32000,"Married Filing Jointly"
1969,0.45,36000,"Married Filing Jointly"
1969,0.48,40000,"Married Filing Jointly"
1969,0.5,44000,"Married Filing Jointly"
1969,0.53,52000,"Married Filing Jointly"
1969,0.55,64000,"Married Filing Jointly"
1969,0.58,76000,"Married Filing Jointly"
1969,0.6,88000,"Married Filing Jointly"
1969,0.62,100000,"Married Filing Jointly"
1969,0.64,120000,"Married Filing Jointly"
1969,0.66,140000,"Married Filing Jointly"
1969,0.68,160000,"Married Filing Jointly"
1969,0.69,180000,"Married Filing Jointly"
1969,0.7,200000,"Married Filing Jointly"
1968,0.14,0,"Married Filing Jointly"
1968,0.15,1000,"Married Filing Jointly"
1968,0.16,2000,"Married Filing Jointly"
1968,0.17,3000,"Married Filing Jointly"
1968,0.19,4000,"Married Filing Jointly"
1968,0.22,8000,"Married Filing Jointly"
1968,0.25,12000,"Married Filing Jointly"
1968,0.28,16000,"Married Filing Jointly"
1968,0.32,20000,"Married Filing Jointly"
1968,0.36,24000,"Married Filing Jointly"
1968,0.39,28000,"Married Filing Jointly"
1968,0.42,32000,"Married Filing Jointly"
1968,0.45,36000,"Married Filing Jointly"
1968,0.48,40000,"Married Filing Jointly"
1968,0.5,44000,"Married Filing Jointly"
1968,0.53,52000,"Married Filing Jointly"
1968,0.55,64000,"Married Filing Jointly"
1968,0.58,76000,"Married Filing Jointly"
1968,0.6,88000,"Married Filing Jointly"
1968,0.62,100000,"Married Filing Jointly"
1968,0.64,120000,"Married Filing Jointly"
1968,0.66,140000,"Married Filing Jointly"
1968,0.68,160000,"Married Filing Jointly"
1968,0.69,180000,"Married Filing Jointly"
1968,0.7,200000,"Married Filing Jointly"
1967,0.14,0,"Married Filing Jointly"
1967,0.15,1000,"Married Filing Jointly"
1967,0.16,2000,"Married Filing Jointly"
1967,0.17,3000,"Married Filing Jointly"
1967,0.19,4000,"Married Filing Jointly"
1967,0.22,8000,"Married Filing Jointly"
1967,0.25,12000,"Married Filing Jointly"
1967,0.28,16000,"Married Filing Jointly"
1967,0.32,20000,"Married Filing Jointly"
1967,0.36,24000,"Married Filing Jointly"
1967,0.39,28000,"Married Filing Jointly"
1967,0.42,32000,"Married Filing Jointly"
1967,0.45,36000,"Married Filing Jointly"
1967,0.48,40000,"Married Filing Jointly"
1967,0.5,44000,"Married Filing Jointly"
1967,0.53,52000,"Married Filing Jointly"
1967,0.55,64000,"Married Filing Jointly"
1967,0.58,76000,"Married Filing Jointly"
1967,0.6,88000,"Married Filing Jointly"
1967,0.62,100000,"Married Filing Jointly"
1967,0.64,120000,"Married Filing Jointly"
1967,0.66,140000,"Married Filing Jointly"
1967,0.68,160000,"Married Filing Jointly"
1967,0.69,180000,"Married Filing Jointly"
1967,0.7,200000,"Married Filing Jointly"
1966,0.14,0,"Married Filing Jointly"
1966,0.15,1000,"Married Filing Jointly"
1966,0.16,2000,"Married Filing Jointly"
1966,0.17,3000,"Married Filing Jointly"
1966,0.19,4000,"Married Filing Jointly"
1966,0.22,8000,"Married Filing Jointly"
1966,0.25,12000,"Married Filing Jointly"
1966,0.28,16000,"Married Filing Jointly"
1966,0.32,20000,"Married Filing Jointly"
1966,0.36,24000,"Married Filing Jointly"
1966,0.39,28000,"Married Filing Jointly"
1966,0.42,32000,"Married Filing Jointly"
1966,0.45,36000,"Married Filing Jointly"
1966,0.48,40000,"Married Filing Jointly"
1966,0.5,44000,"Married Filing Jointly"
1966,0.53,52000,"Married Filing Jointly"
1966,0.55,64000,"Married Filing Jointly"
1966,0.58,76000,"Married Filing Jointly"
1966,0.6,88000,"Married Filing Jointly"
1966,0.62,100000,"Married Filing Jointly"
1966,0.64,120000,"Married Filing Jointly"
1966,0.66,140000,"Married Filing Jointly"
1966,0.68,160000,"Married Filing Jointly"
1966,0.69,180000,"Married Filing Jointly"
1966,0.7,200000,"Married Filing Jointly"
1965,0.14,0,"Married Filing Jointly"
